"id","file","creator","title","publisher","date","subject","contributor"
"truthsforpeople00plum","corpus/truthsforpeople00plum_djvu.txt",NA,"Truths for the people : or, Several points in theology, plainly stated","New York, American Tract Society","1875",NA,"Princeton Theological Seminary Library"
"cu31924029353509","corpus/cu31924029353509_djvu.txt",NA,"Uncle John Vassar; or, The fight of faith","New York : American tract society","1879","Vassar, John Ellison, 1813-1878","Cornell University Library"
"cu31924090934674","corpus/cu31924090934674_djvu.txt",NA,"A dictionary of the Holy Bible, for general use in the study of the scriptures ; with engravings, maps, and tables","New York, American Tract society","1859","Bible","Cornell University Library"
"cu31924023494127","corpus/cu31924023494127_djvu.txt","Stott, Grace Ciggie","Twenty-six years of missionary work in China","New York : American Tract Society","1897","Missions","Cornell University Library"
"memoirofrevhenry00tyle","corpus/memoirofrevhenry00tyle_djvu.txt",NA,"Memoir of Rev. Henry Lobdell, M.D. late missionary of the American board at Mosul: including the early history of the Assyrian mission","Boston, The American Tract Society","1859",NA,"Princeton Theological Seminary Library"
"historyofenglish00mart","corpus/historyofenglish00mart_djvu.txt","Martyn, W. Carlos (William Carlos), 1841-1917","A history of the English Puritans [microform]","New York : American Tract Society","1867",NA,"Columbia University Libraries"
"christknockinga00flav","corpus/christknockinga00flav_djvu.txt",NA,"Christ knocking at the door of sinners' hearts; or, A solemn entreaty to receive the Saviour and His gospel in this day of mercy","New York, American tract society","1880","Conversion","The Library of Congress"
"memoirofrevedwar00cum","corpus/memoirofrevedwar00cum_djvu.txt","Cummings, Asa, 1791-1856","A memoir of the Rev. Edward payson, D.D","New York : American Tract Society","1800","Payson, Edward, 1783-1827","Princeton Theological Seminary Library"
"everydaylifeinin00rowe","corpus/everydaylifeinin00rowe_djvu.txt","Rowe, A. D","Every-day life in India. Illustrated from original photographs","New York, American tract society","1881",NA,"The Library of Congress"
"foldedhandstheya00titt","corpus/foldedhandstheya00titt_djvu.txt","[Titterington, Sophie (Bronson) Mrs.] 1846- comp. [from old catalog]","Folded hands. ""They also serve, who only stand and wait.""","New York, American tract society","1878",NA,"The Library of Congress"
"persuasivestoe00pike","corpus/persuasivestoe00pike_djvu.txt",NA,"Persuasives to early piety : interspersed with suitable prayers","New York : American Tract Society","1830","Children","Princeton Theological Seminary Library"
"historyofreforma03merliala","corpus/historyofreforma03merliala_djvu.txt",NA,"History of the reformation of the sixteenth century","New York : American Tract Society","1849-53","Reformation","University of California Libraries"
"springtimelifeo00magigoog","corpus/springtimelifeo00magigoog_djvu.txt","Magie, David, 1795-1865","The spring-time of life; or, Advice to youth","New York, American Tract Society","1855","Young men","New York Public Library"
"revivalsketchesm00hump","corpus/revivalsketchesm00hump_djvu.txt",NA,"Revival sketches and manual..","New York, American Tract Society","1859",NA,"Princeton Theological Seminary Library"
"tractsofamerican06amer","corpus/tractsofamerican06amer_djvu.txt","American Tract Society","Tracts of the American Tract Society : general series","[New York] : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"saintseverlasti05inbaxt","corpus/saintseverlasti05inbaxt_djvu.txt",NA,"The saints' everlasting rest","New York : American Tract Society","1840",NA,"Lincoln Financial Foundation Collection"
"twostjohnsofnewt00stal","corpus/twostjohnsofnewt00stal_djvu.txt",NA,"The two St. Johns of the New Testament","New York, American tract society","1895",NA,"Princeton Theological Seminary Library"
"ecumenicalmissi00goog","corpus/ecumenicalmissi00goog_djvu.txt","Ecumenical conference on foreign missions (1900 : New York)","Ecumenical missionary conference, New York, 1900","New York, American tract society","1900","Missions","unknown library"
"whoarehappyorpie00wate","corpus/whoarehappyorpie00wate_djvu.txt","Waterbury, J. B. (Jared Bell), 1799-1876","Who are the happy? or, Piety the only foundation of true and substantial joy","New York, American tract society","1851",NA,"New York Public Library"
"firesidepicture00socigoog","corpus/firesidepicture00socigoog_djvu.txt",NA,"Fireside pictures","New York : American Tract Society","1863",NA,"Princeton University"
"spiritualtreasur00maso","corpus/spiritualtreasur00maso_djvu.txt","Mason, William, 1719-1791","A Spiritual treasury for the children of God : consisting of a meditation for each day in the year, upon select texts of Scripture ...","New York : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"dyingthoughtsofr00baxt","corpus/dyingthoughtsofr00baxt_djvu.txt",NA,"The dying thoughts of the Rev. Richard Baxter","New York, American tract society","1830","Devotional literature. [from old catalog]","The Library of Congress"
"alarmtounconvert00alle_1","corpus/alarmtounconvert00alle_1_djvu.txt","Alleine, Joseph, 1634-1668","An alarm to unconverted sinners..","New York, American tract society","1850",NA,"The Library of Congress"
"mammonorcovetou00henrgoog","corpus/mammonorcovetou00henrgoog_djvu.txt",NA,"Mammon; or, Covetousness the sin of the Christian church","New York, American Tract Society","1837",NA,"Harvard University"
"debatesofconscie00hump","corpus/debatesofconscie00hump_djvu.txt",NA,"Debates of conscience, with a distiller, wholesale dealer, and a retailer","New-York, American tract society","1800","Temperance","The Library of Congress"
"gospeltruth00whit","corpus/gospeltruth00whit_djvu.txt",NA,"Gospel truth","New York, American tract society","1878","Theological anthropology","The Library of Congress"
"newlyenlisteds00cuyl","corpus/newlyenlisteds00cuyl_djvu.txt","Cuyler, Theodore L. (Theodore Ledyard), 1822-1909","Newly enlisted, a series of talks with young converts","New York, American tract society","1888",NA,"Princeton Theological Seminary Library"
"twentysixyearsof00stotrich","corpus/twentysixyearsof00stotrich_djvu.txt","Stott, Grace (Ciggie) Mrs","Twenty-six years of missionary work in China","New York, American tract society","1897",NA,"University of California Libraries"
"treatiseonrelig00edwagoog","corpus/treatiseonrelig00edwagoog_djvu.txt",NA,"The treatise on religious affections","New York : American Tract Society","1850","Emotions","New York Public Library"
"McGillLibrary-PN970_A4_M4_1837-1878","corpus/PN970_A4_M4_1837_djvu.txt","Parsons, Isaac,1790-1868","Memoir of Amelia S. Chapman","New York : American Tract Society","1837",NA,"McGill University Library"
"tractsofamerican04amer","corpus/tractsofamerican04amer_djvu.txt","American Tract Society","Tracts of the American Tract Society : general series","[New York] : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"oldoldstory00hank","corpus/oldoldstory00hank_djvu.txt",NA,"The Old, old story","New York : American Tract Society","1866","Hymns, English","Princeton Theological Seminary Library"
"lastsheaves00macl","corpus/lastsheaves00macl_djvu.txt","Maclaren, Alexander, 1826-1910","Last sheaves","New York : American Tract Society","1900",NA,"Princeton Theological Seminary Library"
"gospelworkersorp00cros","corpus/gospelworkersorp00cros_djvu.txt","Cross, Joseph","Gospel workers : or a plan for doing good, for everybody","New York : American Tract Society","1863",NA,"Princeton Theological Seminary Library"
"brighterthansun00macd","corpus/brighterthansun00macd_djvu.txt","Macduff, John Ross, 1818-1895. [from old catalog]","Brighter than the sun;","New York, American tract society","1892","Jesus Christ","The Library of Congress"
"lifeatthreesco00barn","corpus/lifeatthreesco00barn_djvu.txt",NA,"Life at threescore and ten","New York, American tract society","1871",NA,"Princeton Theological Seminary Library"
"appealtochristia00scud","corpus/appealtochristia00scud_djvu.txt",NA,"An appeal to Christian mothers in behalf of the heathen","New York : American Tract Society","1840",NA,"Princeton Theological Seminary Library"
"sacredgeography00barrrich","corpus/sacredgeography00barrrich_djvu.txt",NA,"Sacred geography, and antiquities","New York, American Tract Society","1872",NA,"University of California Libraries"
"pilgrimsprogre00buny","corpus/pilgrimsprogre00buny_djvu.txt","Bunyan, John, 1628-1688","The pilgrim's progress : from this world to that which is to come delivered under the similitude of a dream","New York : American Tract Society","1840",NA,"Princeton Theological Seminary Library"
"saintseverla00baxt","corpus/saintseverla00baxt_djvu.txt",NA,"The saints' everlasting rest","New York : American Tract Society","1824","Devotional literature","New York Public Library"
"celestialempires00burr","corpus/celestialempires00burr_djvu.txt","Burr, E. F. (Enoch Fitch), 1818-1907","Celestial empires. By E. F. Burr","New York, American Tract Society","1885","Astronomy","The Library of Congress"
"sunmoonandstars00gibegoog","corpus/sunmoonandstars00gibegoog_djvu.txt","Giberne, Agnes, 1845-1939","Sun, moon, and stars. Astronomy for beginners","New York, American tract society","1893","Astronomy","Oxford University"
"fishermansboy00newy","corpus/fishermansboy00newy_djvu.txt",NA,"The fisherman's boy","New York : American Tract Society","1860","Christian life","New York Public Library"
"memoirofmrssarah00hook","corpus/memoirofmrssarah00hook_djvu.txt","Hooker, Edward William, 1794-1875","Memoir of Mrs. Sarah L. Huntington Smith : late of the American mission in Syria","New York : American Tract Society","1845",NA,"Princeton Theological Seminary Library"
"cu31924025963004","corpus/cu31924025963004_djvu.txt","Martyn, W. Carlos (William Carlos), 1841-1917","The Pilgrim fathers of New England: a history","New York, American Tract Society","1867","Pilgrims (New Plymouth Colony)","Cornell University Library"
"practicalpietyor01more","corpus/practicalpietyor01more_djvu.txt","More, Hannah, 1745-1833","Practical piety; or, The influence of the religion of the heart on the conduct of the life","New York, American Tract Society","1860","Christian life","The Library of Congress"
"bibletextbookorp00bish","corpus/bibletextbookorp00bish_djvu.txt",NA,"The Bible text-book : or, The principal texts relating to the persons, places, and subjects, occurring in the Holy Scriptures","New York, American tract society","1880","Bible","Princeton Theological Seminary Library"
"forgivenessofsin00owen","corpus/forgivenessofsin00owen_djvu.txt","Owen, John, 1616-1683","The forgiveness of sin: illustrated in a practical exposition of Psalm cxxx","New York, American tract society","1840",NA,"New York Public Library"
"publicationsofam00amer","corpus/publicationsofam00amer_djvu.txt","American Tract Society","The publications of the American tract society","New York : American Tract Society","1826","Tracts","University of Pittsburgh Library System"
"sevenyearsincey01leitgoog","corpus/sevenyearsincey01leitgoog_djvu.txt",NA,"Seven years in Ceylon: stories of mission life","New York, American Tract Society","1890","Missions","University of Michigan"
"dakotao00will","corpus/dakotao00will_djvu.txt",NA,"Dakota odowan : Dakota hymns","New York : American Tract Society","1879",NA,"Princeton Theological Seminary Library"
"lifeatthreescore1871barn","corpus/lifeatthreescore1871barn_djvu.txt",NA,"Life at threescore and ten","New York, American tract society","1871",NA,"Wellesley College Library"
"newlyenlistedser00cuyl","corpus/newlyenlistedser00cuyl_djvu.txt","Cuyler, Theodore L. (Theodore Ledyard), 1822-1909","Newly enlisted, a series of talks with young converts","New York, American tract society","1888",NA,"New York Public Library"
"pilgrimfathersn00martgoog","corpus/pilgrimfathersn00martgoog_djvu.txt","Martyn, Carlos, 1841-1917","The Pilgrim fathers of New England: a history","New York, American tract society","1867","Pilgrims (New Plymouth Colony)","unknown library"
"tractsofamerican11amer","corpus/tractsofamerican11amer_djvu.txt","American Tract Society","Tracts of the American Tract Society : general series","[New York] : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"purgatorydoctrin00barr","corpus/purgatorydoctrin00barr_djvu.txt",NA,"Purgatory; doctrinally, practically, and historically opened","New York, American tract society","1882","Purgatory","The Library of Congress"
"tractsofamerican07amer","corpus/tractsofamerican07amer_djvu.txt","American Tract Society","Tracts of the American Tract Society : general series","[New York] : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"causecureofinfid01nels","corpus/causecureofinfid01nels_djvu.txt",NA,"The cause and cure of infidelity : including a notice of the author's unbelief and the means of his rescue","New York : American tract society","1860",NA,"The Library of Congress"
"memoriesoflottie00amer","corpus/memoriesoflottie00amer_djvu.txt",NA,"Memories of Lottie","New York : American Tract Society","1863",NA,"The Library of Congress"
"amusementsinligh00hayd","corpus/amusementsinligh00hayd_djvu.txt","Haydn, Hiram Collins, 1831-1913","Amusements, in the light of reason and Scripture","New York, American tract society","1880","Amusements","The Library of Congress"
"hymnsforsocialwo00amer","corpus/hymnsforsocialwo00amer_djvu.txt","American Tract Society.","Hymns for social worship : selected from Watts, Doddridge, Newton, Cowper, Steele, and others.","New York : American Tract Society","1840","Hymns, English","Princeton Theological Seminary Library"
"nightanddayalsoa00strerich","corpus/nightanddayalsoa00strerich_djvu.txt","Stretton, Hesba, 1832-1911","A night and a day : also Apple-tree court, and The worth of a baby","New York : American tract society","1876",NA,"University of California Libraries"
"memoirofrevhenry00tyle_0","corpus/memoirofrevhenry00tyle_0_djvu.txt",NA,"Memoir of Rev. Henry Lobdell, M.D. late missionary of the American board at Mosul: including the early history of the Assyrian mission","Boston, The American Tract Society","1859",NA,"The Library of Congress"
"reformedpasto00baxt","corpus/reformedpasto00baxt_djvu.txt",NA,"The reformed pastor;","New York, American tract society","1850",NA,"The Library of Congress"
"youngchristiano00abbogoog","corpus/youngchristiano00abbogoog_djvu.txt","Abbott, Jacob, 1803-1879","The young Christian: or, A familiar illustration of the principles of Christian duty","New York, American tract society","1832","Youth","Oxford University"
"lecturesadaptedt02flet","corpus/lecturesadaptedt02flet_djvu.txt",NA,"Lectures, adapted to the capacity of children","New York, American Tract Society","1860","Children's sermons","New York Public Library"
"cu31924008716957","corpus/cu31924008716957_djvu.txt","Clark, Hattie Arnold","The silent prince : a story of the Netherlands","New York : American Tract Society","1900",NA,"Cornell University Library"
"memoirofharlanp00hall","corpus/memoirofharlanp00hall_djvu.txt","Hallock, William A. (William Allen), 1794-1880","Memoir of Harlan Page: or the power of prayer and personal effort for the souls of individuals","New York, American Tract Society","1835","Page, Harlan, 1791-1834","The Library of Congress"
"janetaylor00knig","corpus/janetaylor00knig_djvu.txt","[Knight, Helen C., Mrs.] [from old catalog]","Jane Taylor ..","New York, American tract society","1868","Taylor, Jane, 1783-1824","The Library of Congress"
"hannahmore01knig","corpus/hannahmore01knig_djvu.txt","Knight, Helen (Cross) [from old catalog]","Hannah More;","New York, American tract society","1872","More, Hannah, 1745-1833. [from old catalog]","The Library of Congress"
"universalbeliefs00burr","corpus/universalbeliefs00burr_djvu.txt","Burr, E. F. (Enoch, Fitch), 1818-1907","Universal beliefs : or, The great consensus","New York : American Tract Society","1887","Religion","Princeton Theological Seminary Library"
"callunconverted00baxt","corpus/callunconverted00baxt_djvu.txt","Baxter, Richard, 1615-1691","A call to the unconverted to turn and live","New York : American Tract Society","1830",NA,"University of California Libraries"
"cu31924023493038","corpus/cu31924023493038_djvu.txt","Carrothers, Julia D","Kesa and Saijiro, or, Lights and shades of life in Japan","New York : American Tract Society","1888",NA,"Cornell University Library"
"sevenyearsincey00leitgoog","corpus/sevenyearsincey00leitgoog_djvu.txt",NA,"Seven years in Ceylon: stories of mission life","New York, American Tract Society","1890","Missions","University of Michigan"
"essaystodogood00math","corpus/essaystodogood00math_djvu.txt","Mather, Cotton, 1663-1728","Essays to do good : addressed to all Christians, whether in public or private capacities","New York : American tract society","1840","Christian life","Princeton Theological Seminary Library"
"practicalviewofp01wilb","corpus/practicalviewofp01wilb_djvu.txt",NA,"A practical view of the prevailing religious system of professed Christians, in the higher and middle classes, contrasted with real Christianity","New York, American tract society","1832",NA,"The Library of Congress"
"parablesofourlor00bour","corpus/parablesofourlor00bour_djvu.txt","Bourdillon, Francis","The parables of our Lord explained and applied ..","New York : American Tract Society","1869","Bible","Princeton Theological Seminary Library"
"cu31924022994283","corpus/cu31924022994283_djvu.txt","Burr, E. F. (Enoch Fitch), 1818-1907","Universal beliefs, or, The great concensus","New York : American Tract Society","1887","Religion","Cornell University Library"
"childsbookofbibl00gall","corpus/childsbookofbibl00gall_djvu.txt","Gallaudet, T. H. (Thomas Hopkins), 1787-1851","The child's book of Bible stories : with practical illustrations and remarks on the fall","New York : American Tract Society","1834",NA,"Information and Library Science Library, University of North Carolina at Chapel Hill"
"MN40198ucmf_5","corpus/MN40198ucmf_5_djvu.txt","Boyd, James R. (James Robert), 1804-1890","Daily communion with God [microform] on the plan recommended by Rev. Matthew Henry, V.D.M. for beginning, spending, concluding each day with God","New York : American Tract Society","1873","Prayer","University of Chicago"
"memoirofcharlesh00smit","corpus/memoirofcharlesh00smit_djvu.txt","Smith, E. Goodrich (Elizur Goodrich), 1802-1873","Memoir of Charles Henry Porter, a student in theology","New York, American Tract Society","1849",NA,"Princeton Theological Seminary Library"
"storyhymnsorhym01buttgoog","corpus/storyhymnsorhym01buttgoog_djvu.txt","Butterworth, Hezekiah, 1839-1905","The story of the hymns; or, Hymns that have a history. An account of the origin of hymns of personal religious experience","New York, American tract society","1875",NA,"Harvard University"
"historyofreform04merl","corpus/historyofreform04merl_djvu.txt",NA,"History of the reformation of the sixteenth century","New York : American Tract Society","1853",NA,"Robarts - University of Toronto"
"cu31924013566330","corpus/cu31924013566330_djvu.txt","Giberne, Agnes, 1845-1939","A lady of England; the life and letters of Charlotte Maria Tucker","New York, American tract society","1895",NA,"Cornell University Library"
"lembolab00cori","corpus/lembolab00cori_djvu.txt","Corisco Mission","Lembo la Benga : hymns in the Benga language","[New York] : American Tract Society","1873",NA,"Princeton Theological Seminary Library"
"sabbathviewedinrrsl00gilf","corpus/sabbathviewedinrrsl00gilf_djvu.txt","Gilfillan, James, 1797-1874","The Sabbath viewed in the light of reason, revelation, and history : with sketches of its literature","New York : American Tract Society","1862","Sunday","Princeton Theological Seminary Library"
"persuasivestoear00pik","corpus/persuasivestoear00pik_djvu.txt","Pike, J. G. (John Gregory), 1784-1854","Persuasives to early piety : interspersed with suitable prayers","New York : American Tract Society","1800","Children","Princeton Theological Seminary Library"
"studiesinmarksgo00robi","corpus/studiesinmarksgo00robi_djvu.txt",NA,"Studies in Mark's gospel","New York, American tract society","1888","Bible","Princeton Theological Seminary Library"
"theevidencesofch00milvuoft","corpus/theevidencesofch00milvuoft_djvu.txt","M'Ilvaine, Charles Pettit, Bp., 1799-1873","The evidences of Christianity : in their external, or historical, division : exhibited in a course of lectures","New York : American Tract Society","1832",NA,"Trinity College - University of Toronto"
"lifeofrevrichard00baxt","corpus/lifeofrevrichard00baxt_djvu.txt","Baxter, Richard, 1615-1691","The life of Rev. Richard Baxter","New York, American tract society","1835",NA,"Princeton Theological Seminary Library"
"universalismnoto00smit","corpus/universalismnoto00smit_djvu.txt","Smith, Matthew Hale, 1810-1879","Universalism not of God: an examination of the system of Universalism; its doctrine, arguments, and fruits, with the experience of the author, during a ministry of twelve years","New York, American Tract Society","1847",NA,"The Library of Congress"
"expositionoftenc00hopkrich","corpus/expositionoftenc00hopkrich_djvu.txt",NA,"An exposition of the Ten Commandments","New York : American Tract Society","1860","Ten commandments","University of California Libraries"
"lifeofrevdavidbr00brai","corpus/lifeofrevdavidbr00brai_djvu.txt",NA,"The Life of Rev. David Brainerd, chiefly extracted from his diary","New York : American Tract Society","1800","Indians of North America--Missions","Princeton Theological Seminary Library"
"rosettaproject_mus_vertxt-3","corpus/rosettaproject_mus_vertxt-3_djvu.txt","Robertson, W.S. and David Winslett","Mvskoke Nakcokv Eskerretv Esvhokkolat. Creek Second Reader.","New York: American Tract Society","1871",NA,"The Long Now Foundation"
"cu31924024114781","corpus/cu31924024114781_djvu.txt","Rowe, A. D","Every-day life in India : illustrated from original photographs","New York : American Tract Society","1881",NA,"Cornell University Library"
"jamesshermankimb00kimb","corpus/jamesshermankimb00kimb_djvu.txt","Kimball, James William, 1812-1885","James Sherman Kimball. A sketch","Boston, The American Tract Society","1865",NA,"The Library of Congress"
"dutchreformation00mart","corpus/dutchreformation00mart_djvu.txt","Martyn, Carlos, 1841-1917","The Dutch reformation : a history of the struggle in the Netherlands for civil and religious liberty in the sixteenth century","New York : American Tract Society","1868",NA,"Princeton Theological Seminary Library"
"pilgrimsprogress00b3","corpus/pilgrimsprogress00b3_djvu.txt","Bunyan, John, 1628-1688","The pilgrim's progress from this world to that which is to come ..","New York : American Tract Society","1860",NA,"Princeton Theological Seminary Library"
"historyofjosiahy00gall","corpus/historyofjosiahy00gall_djvu.txt","Gallaudet, T. H. (Thomas Hopkins), 1787-1851","The history of Josiah, the young king of Judah","New York : American Tract Society","1837",NA,"Princeton Theological Seminary Library"
"memoirofhannahho00arm","corpus/memoirofhannahho00arm_djvu.txt",NA,"Memoir of Hannah Hobbie : or, Christian activity, and triumph in suffering","New York : American Tract Society","1837",NA,"Princeton Theological Seminary Library"
"practicalthough00nevi","corpus/practicalthough00nevi_djvu.txt",NA,"Practical thoughts","New York, American Tract Society","1836","Christian life","Princeton Theological Seminary Library"
"familybibleconta01edwa","corpus/familybibleconta01edwa_djvu.txt","Edwards, Justin, 1787-1853","The family Bible : containing the Old and New Testaments : with brief notes and instructions, including the references and marginal readings of the Polyglot Bible. Vol. 1. Genesis to Job","New York : american Tract Society","1853","Bible","Princeton Theological Seminary Library"
"guideforyoungdis00pik","corpus/guideforyoungdis00pik_djvu.txt","Pike, J. G. (John Gregory), 1784-1854","A guide for young disciples of the Holy Savior, in their way to immortality : forming a sequel to Persuasives to early piety","New York : American Tract Society","1800","Youth","Princeton Theological Seminary Library"
"hannahmore00knig","corpus/hannahmore00knig_djvu.txt","Knight, Helen (Cross) [from old catalog]","Hannah More;","New York, American tract society","1872","More, Hannah, 1745-1833. [from old catalog]","The Library of Congress"
"ojibwanugumoshng00jone","corpus/ojibwanugumoshng00jone_djvu.txt","Jones, Peter, 1802-1856, tr","Ojibwa nugumoshäng. Ojibwa hymns","New York, American Tract Society","1859","Ojibwa language","The Library of Congress"
"periodofreformat00hu","corpus/periodofreformat00hu_djvu.txt",NA,"The period of the reformation, 1517-1648","New York, American Tract Society","1890",NA,"The Library of Congress"
"treatiseonkeepin1840flav","corpus/treatiseonkeepin1840flav_djvu.txt","Flavel, John, 1630?-1691","A treatise on keeping the heart : Selected from the works of the Rev. John Flavel. The style adapted to the present state of improvement","New-York : American Tract Society","1840","Christian life","Harold B. Lee Library"
"scripturehistory00hall","corpus/scripturehistory00hall_djvu.txt",NA,"Scripture history, or, Contemplations on the historical passages of the Old and New Testaments","New York : American Tract Society","1800","Bible","Princeton Theological Seminary Library"
"spiritualreligio00amer","corpus/spiritualreligio00amer_djvu.txt","American Tract Society","Spiritual religion","New York : American Tract Society","1800",NA,"University of Pittsburgh Library System"
"discourseonmeekn00henr_0","corpus/discourseonmeekn00henr_0_djvu.txt",NA,"A discourse on meekness, and quietness of spirit ..","New York, American tract society","1836","Humility","The Library of Congress"
"companiontobible00barr","corpus/companiontobible00barr_djvu.txt","Barrows, Elijah Porter, 1807-1888","Companion to the Bible","New York : American Tract Society","1867","Bible","Princeton Theological Seminary Library"
"studiesinjohnsgo01greg","corpus/studiesinjohnsgo01greg_djvu.txt",NA,"Studies in John's gospel : the gospel of Christ's deity","New York : American Tract Society","1891",NA,"The Library of Congress"
"studiesinnewtestrcs00robi","corpus/studiesinnewtestrcs00robi_djvu.txt","Robinson, Charles S. (Charles Seymour), 1829-1899","Studies in the New Testament","New York : American Tract Society","1880",NA,"Princeton Theological Seminary Library"
"pleafor00hook","corpus/pleafor00hook_djvu.txt","Hooker, Edward W. (Edward William), 1794-1875","A plea for sacred music","New York : American Tract Society","1850",NA,"Princeton Theological Seminary Library"
"missionofchurch00lawr","corpus/missionofchurch00lawr_djvu.txt","Lawrence, Edward Alexander, 1808-1883. [from old catalog]","The mission of the church;","New York, American tract society","1850","Charity","The Library of Congress"
"familychristian00socigoog","corpus/familychristian00socigoog_djvu.txt",NA,"The family Christian almanac for the United States, for the year of our Lord and Saviour Jesus Christ ... : calculated for Boston, New York, Baltimore, and Charleston","New York : American Tract Society","1841","Almanacs, American","Harvard University"
"dictionaryofholy00amer","corpus/dictionaryofholy00amer_djvu.txt","American Tract Society","A dictionary of the Holy Bible, for general use in the study of the Scriptures; with engravings, maps, and tables","New York, American Tract Society","1859","Bible","Robarts - University of Toronto"
"prayerastheory00faun","corpus/prayerastheory00faun_djvu.txt","Faunce, D. W. (Daniel Worcester), 1829-1911","Prayer as a theory and a fact","New York, American Tract Society","1890","Prayer","Princeton Theological Seminary Library"
"eveherdaughterso00caul","corpus/eveherdaughterso00caul_djvu.txt","Caulkins, Frances Manwaring, 1795-1869","Eve and her daughters of Holy Writ, or, Women of the Bible","New York : American Tract Society","1861","Women in the Bible","Harold B. Lee Library"
"bloodofjesus01reid","corpus/bloodofjesus01reid_djvu.txt",NA,"The blood of Jesus","Boston, The American Tract Society","1863","Salvation","The Library of Congress"
"ladyhuntingtonhe00knig","corpus/ladyhuntingtonhe00knig_djvu.txt","Knight, Helen C. (Helen Cross), 1814-1906","Lady Huntington and her friends; or, The revival of the work of God in the days of Wesley, Whitefield, Romaine, Venn, and others in the last century","New York American Tract Society","1853","Huntingdon, Selina Hastings, Countess of, 1707-1791","The Library of Congress"
"dictionaryofho00rand","corpus/dictionaryofho00rand_djvu.txt","Rand, William Wilberforce, 1816-1909","Dictionary of the Holy Bible : for general use in the study of the Scriptures; with engravings, maps, and tables","New York : American Tract Society","1886","Bible","Princeton Theological Seminary Library"
"cu31924013194380","corpus/cu31924013194380_djvu.txt","Knight, Helen C. (Helen Cross), 1814-1906","Hannah More; or, Life in hall and cottage","New York, American tract society","1872","More, Hannah, 1745-1833","Cornell University Library"
"churchinhouseorf00henr","corpus/churchinhouseorf00henr_djvu.txt","Henry, Matthew, 1662-1714","A church in the house : or, Family religion","New York : American Tract Society","1824","Family","Princeton Theological Seminary Library"
"memoirofmaryloth00newy","corpus/memoirofmaryloth00newy_djvu.txt",NA,"Memoir of Mary Lothrop : who died in Boston, March 18, 1831, aged six years and three months","New York : American Tract Society","1832",NA,"New York Public Library"
"happyvoic00amer","corpus/happyvoic00amer_djvu.txt","American Tract Society","Hymns of ""Happy voices,"" without the music","New York : American Tract Society","1867",NA,"Princeton Theological Seminary Library"
"treatiseonell00edwa","corpus/treatiseonell00edwa_djvu.txt",NA,"The treatise on religious affections","New York, American Tract Society","1833","Emotions","New York Public Library"
"cu31924029359258","corpus/cu31924029359258_djvu.txt",NA,"An inside view of the Vatican Council, in the speech of the Most Reverend Archbishop Kenrick of St. Louis","New York : American Tract Society","1871","Vatican Council 1869-1870)","Cornell University Library"
"memorialofrevwma00hall","corpus/memorialofrevwma00hall_djvu.txt",NA,"Memorial of Rev. Wm. A. Hallock, D. D., first secretary of the American tract society","New York, American tract society","1882",NA,"Princeton Theological Seminary Library"
"bibleemblems00seel","corpus/bibleemblems00seel_djvu.txt","Seelye, Edward Eli, 1819-1864","Bible emblems","New York, American Tract Society","1866",NA,"Princeton Theological Seminary Library"
"historyofreform03merl","corpus/historyofreform03merl_djvu.txt",NA,"History of the reformation of the sixteenth century","New York : American Tract Society","1853",NA,"Robarts - University of Toronto"
"clewstoholywri00caru","corpus/clewstoholywri00caru_djvu.txt","Carus-Wilson, Mary Louisa Georgina (Petrie)","Clews to Holy Writ, or, The chronological Scripture cycle : a scheme for studying the whole Bible in its historical order during three years","New York : American Tract Society","1893","Bible","Princeton Theological Seminary Library"
"ecumenicalmissi01goog","corpus/ecumenicalmissi01goog_djvu.txt","Ecumenical conference on foreign missions (1900 : New York)","Ecumenical missionary conference, New York, 1900","New York, American tract society","1900","Missions","unknown library"
"sixsermonsonnatu00beecuoft","corpus/sixsermonsonnatu00beecuoft_djvu.txt","Beecher, Lyman, 1775-1863","Six sermons on the nature, occasions, signs, evils, and remedy of intemperance","New York : American Tract Society","1883","Temperance","Robarts - University of Toronto"
"gospelofgladness00burr","corpus/gospelofgladness00burr_djvu.txt",NA,"The gospel of gladness","New York, American Tract Society","1892","Sermons, American","New York Public Library"
"storyofhymnsorhy00butt","corpus/storyofhymnsorhy00butt_djvu.txt","Butterworth, Hezekiah, 1839-1905","The Story of the hymns : or hymns that have a history : an account of the origin of hymns of personal religious experience","New York : American Tract Society","1875",NA,"Princeton Theological Seminary Library"
"sketchoflifelabo00hall","corpus/sketchoflifelabo00hall_djvu.txt","Hallock, William A. (William Allen), 1794-1880","A sketch of the life and labors of the Rev. Justin Edwards, the evangelical pastor, the advocate of temperance, the Sabbath and the Bible","New York, American Tract Society","1855","Edwards, Justin, 1787-1853","Princeton Theological Seminary Library"
"personalrecolle02elizgoog","corpus/personalrecolle02elizgoog_djvu.txt",NA,"Personal recollections","New York, American Tract Society","1840",NA,"Library of Congress"
